영어단어,한글단어설명,예문1,예문2,category,deck_group
Deplete,고갈시키다 (자원을 다 써버리다),We have depleted our funds. (우리는 자금을 다 써버렸습니다.),Deplete the ozone layer. (오존층을 고갈시키다.),GENERAL,DECLINE_DETERIORATION
Exhaust,"다 써버리다, 지치게 하다 (완전히 비우다)",I have exhausted all my options. (나는 모든 선택지를 다 써버렸습니다.),The long trip exhausted him. (긴 여행은 그를 지치게 했습니다.),GENERAL,DECLINE_DETERIORATION
Weaken,약화시키다 (힘을 빼다),The illness weakened him. (병이 그를 약하게 만들었습니다.),The structure was weakened by rust. (구조물은 녹 때문에 약해졌습니다.),GENERAL,DECLINE_DETERIORATION
Fail,"실패하다, 고장 나다 (기능을 멈추다)",The engine failed mid-flight. (비행 중 엔진이 고장 났습니다.),The crops failed due to drought. (가뭄으로 작황이 실패했습니다.),GENERAL,DECLINE_DETERIORATION
Evolve,진화하다 (서서히 더 나은 형태로 변하다),Humans evolved from apes. (인간은 유인원으로부터 진화했습니다.),The plan evolved over time. (계획은 시간이 지남에 따라 발전했습니다.),GENERAL,TRANSFORMATION_ADAPTATION
Transform,변형시키다 (모습을 완전히 바꾸다),The caterpillar transformed into a butterfly. (애벌레는 나비로 변했습니다.),Technology transformed our lives. (기술은 우리의 삶을 바꾸어 놓았습니다.),GENERAL,TRANSFORMATION_ADAPTATION
Metamorphose,"변태하다, 탈바꿈하다 (생물학적/극적 변화)",The tadpole metamorphosed into a frog. (올챙이는 개구리로 변태했습니다.),His character metamorphosed in the play. (그의 캐릭터는 연극에서 완전히 탈바꿈했습니다.),GENERAL,TRANSFORMATION_ADAPTATION
Convert,전환하다 (용도나 형태를 바꾸다),Convert dollars into euros. (달러를 유로로 환전하다.),The sofa converts into a bed. (그 소파는 침대로 변환됩니다.),GENERAL,TRANSFORMATION_ADAPTATION
Alter,"고치다, 변경하다 (약간 수정하다)",Can you alter these pants for me? (이 바지 좀 수선해 주시겠어요?),Nothing can alter the facts. (어떤 것도 사실을 바꿀 수는 없습니다.),GENERAL,TRANSFORMATION_ADAPTATION
Modify,수정하다 (개선을 위해 조금 바꾸다),We modified the design slightly. (우리는 디자인을 약간 수정했습니다.),Modify your behavior. (행동을 수정하세요.),GENERAL,TRANSFORMATION_ADAPTATION
Adjust,"조절하다, 맞추다 (적합하게 맞추다)",Adjust the mirror before driving. (운전하기 전에 거울을 조절하세요.),Adjust to the new environment. (새로운 환경에 적응하다.),GENERAL,TRANSFORMATION_ADAPTATION
Adapt,적응하다 (환경에 맞게 변화하다),Animals adapt to their surroundings. (동물들은 주변 환경에 적응합니다.),The book was adapted into a movie. (그 책은 영화로 각색되었습니다.),GENERAL,TRANSFORMATION_ADAPTATION
Acclimate,"익숙해지다, 순응시키다 (기후/환경에)",It takes time to acclimate to the altitude. (고도에 적응하는 데는 시간이 걸립니다.),Acclimate plants to the outdoors. (식물을 야외에 적응시키다.),GENERAL,TRANSFORMATION_ADAPTATION
Revise,개정하다 (다시 보고 고치다),Revise the manuscript. (원고를 수정하다.),I have to revise for the exam. (나는 시험공부를 다시 해야 합니다 - *영국식*),GENERAL,TRANSFORMATION_ADAPTATION
Reform,개혁하다 (제도를 뜯어고치다),Reform the tax system. (세금 제도를 개혁하다.),He promised to reform his ways. (그는 자신의 태도를 고치겠다고 약속했습니다.),GENERAL,TRANSFORMATION_ADAPTATION
Remodel,리모델링하다 (구조를 바꾸다),We remodeled the kitchen. (우리는 부엌을 리모델링했습니다.),Remodel the business strategy. (사업 전략을 개편하다.),GENERAL,TRANSFORMATION_ADAPTATION
Renovate,"보수하다, 새롭게 하다 (낡은 것을 새것처럼)",Renovate an old house. (오래된 집을 보수하다.),The hotel is being renovated. (호텔은 보수 공사 중입니다.),GENERAL,TRANSFORMATION_ADAPTATION
Revolutionize,혁신을 일으키다 (근본적으로 바꾸다),The internet revolutionized communication. (인터넷은 통신에 혁명을 일으켰습니다.),A revolutionary idea. (혁신적인 아이디어.),GENERAL,TRANSFORMATION_ADAPTATION
Shift,"이동하다, 바뀌다 (위치나 방향을 바꾸다)",The wind shifted to the north. (바람이 북쪽으로 바뀌었습니다.),Public opinion shifted rapidly. (여론이 급격히 바뀌었습니다.),GENERAL,TRANSFORMATION_ADAPTATION
Vary,"다양하다, 달라지다 (변화를 주다)",Prices vary by region. (가격은 지역마다 다릅니다.),Try to vary your diet. (식단을 다양하게 하려고 노력하세요.),GENERAL,TRANSFORMATION_ADAPTATION
Diversify,다각화하다 (여러 가지로 나누다),Diversify your investment portfolio. (투자 포트폴리오를 다각화하세요.),The company diversified into new markets. (회사는 새로운 시장으로 사업을 다각화했습니다.),GENERAL,TRANSFORMATION_ADAPTATION
Mutate,돌연변이하다 (유전자가 변하다),The virus has mutated. (바이러스가 변이했습니다.),A mutated gene. (돌연변이 유전자.),GENERAL,TRANSFORMATION_ADAPTATION
Transmute,(성질을) 바꾸다 (마법/연금술처럼 변하다),Transmute base metals into gold. (비금속을 금으로 바꾸다.),Suffering transmuted into strength. (고통이 힘으로 승화되었습니다.),GENERAL,TRANSFORMATION_ADAPTATION
Reshape,모양을 다시 만들다 (재형성하다),Reshape the clay. (점토 모양을 다시 잡다.),The event reshaped history. (그 사건은 역사를 다시 썼습니다.),GENERAL,TRANSFORMATION_ADAPTATION
Reconfigure,재구성하다 (설정을 다시 하다),Reconfigure the computer network. (컴퓨터 네트워크를 재구성하다.),The office layout was reconfigured. (사무실 배치가 재조정되었습니다.),GENERAL,TRANSFORMATION_ADAPTATION
Overhaul,"철저히 점검하다, 뜯어고치다",Overhaul the engine. (엔진을 분해 수리하다.),The system needs a complete overhaul. (그 시스템은 전면적인 개편이 필요합니다.),GENERAL,TRANSFORMATION_ADAPTATION
Refine,"정제하다, 다듬다 (불순물을 없애다)",Refine crude oil into gasoline. (원유를 휘발유로 정제하다.),Refine your writing skills. (작문 실력을 다듬으세요.),GENERAL,TRANSFORMATION_ADAPTATION
Polish,"광을 내다, 세련되게 하다",Polish the silverware. (은식기를 닦다.),Polish the presentation. (발표를 매끄럽게 다듬다.),GENERAL,TRANSFORMATION_ADAPTATION
Tweak,살짝 조정하다 (미세하게 바꾸다),I tweaked the recipe slightly. (나는 레시피를 살짝 수정했습니다.),Tweak the settings. (설정을 미세 조정하다.),GENERAL,TRANSFORMATION_ADAPTATION
Customize,주문 제작하다 (개인에게 맞추다),Customize the car interior. (차 내부를 맞춤 제작하다.),Customized service. (맞춤형 서비스.),GENERAL,TRANSFORMATION_ADAPTATION
Tailor,(목적에) 맞추다 (재단사가 옷을 맞추듯),Tailor the speech to the audience. (청중에 맞게 연설을 조정하다.),A tailored suit. (맞춤 양복.),GENERAL,TRANSFORMATION_ADAPTATION
Transition,이행하다 (다른 상태로 넘어가다),Transition from student to employee. (학생에서 직장인으로 전환하다.),A smooth transition. (원만한 이행.),GENERAL,TRANSFORMATION_ADAPTATION
Switch,"바꾸다, 전환하다 (다른 것으로 휙 바꾸다)",Switch seats. (자리를 바꾸다.),I switched to a different brand. (나는 다른 브랜드로 바꿨습니다.),GENERAL,TRANSFORMATION_ADAPTATION
Substitute,대체하다 (대신 쓰다),Substitute honey for sugar. (설탕 대신 꿀을 쓰다.),A substitute teacher. (임시 교사.),GENERAL,TRANSFORMATION_ADAPTATION
Fluctuate,변동하다 (불규칙하게 오르내리다),Temperatures fluctuate in the desert. (사막의 기온은 변동이 심합니다.),Currency exchange rates fluctuate daily. (환율은 매일 변동합니다.),GENERAL,FLUCTUATION_STAGNATION
Vacillate,흔들리다 (결정을 못 내리고 오락가락하다),He vacillated between two opinions. (그는 두 의견 사이에서 갈팡질팡했습니다.),Stop vacillating and choose. (그만 망설이고 선택하세요.),GENERAL,FLUCTUATION_STAGNATION
Oscillate,진동하다 (추처럼 규칙적으로 왔다 갔다 하다),The fan oscillates back and forth. (선풍기가 좌우로 회전합니다.),His mood oscillates wildly. (그의 기분은 극과 극을 오갑니다.),GENERAL,FLUCTUATION_STAGNATION
Swing,그네처럼 흔들리다 (크게 변하다),Public opinion swung in his favor. (여론이 그에게 유리하게 돌아섰습니다.),Mood swings. (기분 변화.),GENERAL,FLUCTUATION_STAGNATION
Vary,달라지다 (일정하지 않다),The results vary from person to person. (결과는 사람마다 다릅니다.),A varying degree of success. (다양한 성공의 정도.),GENERAL,FLUCTUATION_STAGNATION
Waver,"약해지다, 흔들리다 (불안정하게 떨리다)",Her voice wavered with emotion. (그녀의 목소리는 감정으로 떨렸습니다.),My determination never wavered. (나의 결심은 절대 흔들리지 않았습니다.),GENERAL,FLUCTUATION_STAGNATION
Alternate,번갈아 일어나다 (A-B-A-B 패턴),Alternate between hope and despair. (희망과 절망이 교차하다.),On alternate days. (격일로.),GENERAL,FLUCTUATION_STAGNATION
Seesaw,일진일퇴하다 (시소처럼 위아래로),The game was a seesaw battle. (그 경기는 일진일퇴의 공방전이었습니다.),The market seesawed all day. (시장은 하루 종일 등락을 거듭했습니다.),GENERAL,FLUCTUATION_STAGNATION
Stagnate,침체하다 (고여서 흐르지 않다),The economy has stagnated. (경제가 침체했습니다.),Stagnant water breeds mosquitoes. (고인 물은 모기를 번식시킵니다.),GENERAL,FLUCTUATION_STAGNATION
Stall,교착 상태에 빠지다 (엔진이 꺼지듯 멈추다),Peace talks have stalled. (평화 회담이 교착 상태에 빠졌습니다.),The car stalled on the hill. (차가 언덕에서 시동이 꺼졌습니다.),GENERAL,FLUCTUATION_STAGNATION
Plateau,정체기에 들다 (상승하다가 평평해지다)  like plate,Weight loss often plateaus after a month. (체중 감량은 종종 한 달 후에 정체기가 옵니다.),Reached a plateau in his career. (경력의 정체기에 도달했습니다.),GENERAL,FLUCTUATION_STAGNATION
Stabilize,안정되다 (흔들림을 멈추다),The patient's condition has stabilized. (환자의 상태가 안정되었습니다.),Stabilize prices. (물가를 안정시키다.),GENERAL,FLUCTUATION_STAGNATION
Settle,"자리를 잡다, 가라앉다 (움직임이 멈추다)",The dust settled. (먼지가 가라앉았습니다.),Settle into a new routine. (새로운 일상에 정착하다.),GENERAL,FLUCTUATION_STAGNATION
Remain,여전히 ~이다 (변하지 않고 남다),The situation remains unchanged. (상황은 변함이 없습니다.),Please remain seated. (자리에 앉아 계십시오.),GENERAL,FLUCTUATION_STAGNATION
Persist,"지속되다, 고집하다 (없어지지 않고 계속되다)",The symptoms persisted for weeks. (증상은 몇 주 동안 지속되었습니다.),Why do you persist in blaming yourself? (왜 계속 자신을 비난합니까?),GENERAL,FLUCTUATION_STAGNATION
Endure,"지속되다, 견디다 (오래가다)",His fame endures to this day. (그의 명성은 오늘날까지 이어집니다.),Endure the pain. (고통을 견디다.),GENERAL,FLUCTUATION_STAGNATION
Last,계속하다 (시간적으로 지속되다),The meeting lasted two hours. (회의는 2시간 동안 계속되었습니다.),Nothing lasts forever. (영원한 것은 없습니다.),GENERAL,FLUCTUATION_STAGNATION
Freeze,동결하다 (움직임을 완전히 멈추다),Freeze the bank account. (은행 계좌를 동결하다.),The screen froze. (화면이 멈췄습니다.),GENERAL,FLUCTUATION_STAGNATION
Halt,중단시키다 (가던 것을 세우다),The project came to a halt. (프로젝트가 중단되었습니다.),Halt! Who goes there? (멈춰! 누구냐?),GENERAL,FLUCTUATION_STAGNATION
Pause,일시 정지하다 (잠깐 멈추다),Let's pause for a moment. (잠시 멈춥시다.),A pause in the conversation. (대화의 끊김.),GENERAL,FLUCTUATION_STAGNATION
Suspend,"유예하다, 매달다 (공중에 띄워 멈추다)",Suspend the license. (면허를 정지하다.),The particles are suspended in water. (입자들이 물속에 떠 있습니다.),GENERAL,FLUCTUATION_STAGNATION
Linger,오래 머물다 (떠나지 않고 질질 끌다),The smell lingered in the room. (냄새가 방에 오래 남았습니다.),Don't linger too long. (너무 오래 머물지 마세요.),GENERAL,FLUCTUATION_STAGNATION
Hover,맴돌다 (수치나 위치가 제자리에서),Inflation hovered around 2%. (인플레이션은 2%대에서 맴돌았습니다.),The helicopter hovered overhead. (헬리콥터가 머리 위를 맴돌았습니다.),GENERAL,FLUCTUATION_STAGNATION
Drift,표류하다 (목적 없이 흘러가다),The boat drifted out to sea. (배가 바다로 떠내려갔습니다.),Drift apart from friends. (친구들과 사이가 멀어지다.),GENERAL,FLUCTUATION_STAGNATION
Meander,굽이쳐 흐르다 (이리저리 천천히 가다),The river meanders through the valley. (강이 계곡을 굽이쳐 흐릅니다.),We meandered through the market. (우리는 시장을 이리저리 거닐었습니다.),GENERAL,FLUCTUATION_STAGNATION
Deviate,"일탈하다, 벗어나다 (경로에서 빠지다). de(떨어져) + via(길)",Do not deviate from the plan. (계획에서 벗어나지 마세요.),Deviate from the norm. (규범에서 일탈하다.),GENERAL,FLUCTUATION_STAGNATION
Diverge,갈라지다 (한 점에서 나뉘다),Their paths diverged. (그들의 길은 갈라졌습니다.),Opinions diverge on this issue. (이 문제에 대해 의견이 갈립니다.),GENERAL,FLUCTUATION_STAGNATION
Converge,모여들다 (한 점으로 합쳐지다),The roads converge at the center. (도로들이 중심에서 만납니다.),Ideas converging into a plan. (하나의 계획으로 모이는 아이디어들.),GENERAL,FLUCTUATION_STAGNATION
Level off,수평을 유지하다 (상승/하락 후 멈추다),Sales leveled off after Christmas. (크리스마스 이후 매출이 보합세를 보였습니다.),"The plane leveled off at 30,000 feet. (비행기가 3만 피트에서 수평 비행을 했습니다.)",GENERAL,FLUCTUATION_STAGNATION
Steady,"꾸준한, 안정된 (변함없는)",Slow and steady wins the race. (천천히 그리고 꾸준히 하면 이깁니다.),Hold the camera steady. (카메라를 흔들리지 않게 잡으세요.),GENERAL,FLUCTUATION_STAGNATION
Initiate,개시하다 (공식적으로 시작하다),Initiate a new program. (새 프로그램을 시작하다.),Initiate peace talks. (평화 회담을 개시하다.),GENERAL,START_END_RECOVERY
Commence,시작되다 (격식 있는 시작),The ceremony will commence shortly. (식은 곧 시작될 것입니다.),Work commenced on the building. (건물 공사가 시작되었습니다.),GENERAL,START_END_RECOVERY
